Dự án/ khu,Đường/Phố,Xã/ Phường/ Thị trấn,Quận/Huyện,Diện tích(m2),Giá (tỷ đồng),Số phòng ngủ,Số toilet,dudoan_RF,Mã quận huyện,Mã xã phường,Mã đường phố,Mã dự án
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,53.0,2.5,1.0,1.933083511777302,2.6186566666666664,4,131,112,432
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,96.0,8.0,2.45452528837622,1.933083511777302,6.597966666666663,4,131,112,433
Green Park Trần Thủ Độ,Trần Thủ Độ,Hoàng Liệt,Hoàng Mai,55.0,1.8,2.0,2.0,1.822350000000001,7,26,219,151
Discovery Complex,Cầu Giấy,Dịch Vọng,Cầu Giấy,90.77,4.27,2.45452528837622,1.933083511777302,4.304999999999998,2,18,26,98
Sunshine City,Không có,Đông Ngạc,Bắc Từ Liêm,80.0,3.5,2.0,1.933083511777302,3.830800000000001,1,155,72,374
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,60.0,1.55,2.0,1.0,1.5214112077172914,3,17,72,475
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,105.5,4.187,3.0,2.0,4.178654999999996,11,117,235,257
Roman Plaza,Tố Hữu,Đại Mỗ,Nam Từ Liêm,77.0,3.25,2.0,2.0,3.116045,11,160,235,346
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,80.0,3.2,3.0,2.0,3.2317666666666662,11,126,72,414
Việt Hưng,Nguyễn Cao Luyện,Giang Biên,Long Biên,78.0,1.4,2.0,1.933083511777302,1.7324583333333317,9,20,123,485
Không có,Trích Sài,Bưởi,Tây Hồ,55.0,0.62,2.0,2.0,0.6326883333333334,16,5,203,221
170 Đê La Thành - GP Building,Đê La Thành,Ô Chợ Dừa,Đống Đa,117.0,4.9,2.0,2.0,5.0014666666666585,19,149,274,4
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,82.0,2.7,2.0,2.0,2.9286999999999965,9,95,52,245
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,118.0,3.54,3.0,2.0,3.531621372687769,11,56,115,140
Green Park Trần Thủ Độ,Trần Thủ Độ,Hoàng Liệt,Hoàng Mai,55.0,1.8,2.0,2.0,1.822350000000001,7,26,219,151
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,65.6,3.4,2.0,2.0,3.2943999999999987,11,126,72,263
Mulberry Lane,Không có,Mỗ Lao,Hà Đông,100.0,3.3,3.0,2.0,3.8301666666666687,8,57,72,271
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,80.0,3.2,2.0,2.0,3.6151699999999978,11,12,54,471
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,71.4,3.0,2.45452528837622,1.933083511777302,2.9318,9,8,67,154
South Building,Không có,Hoàng Liệt,Hoàng Mai,95.1,3.4,3.0,2.0,3.4710666666666636,7,26,72,361
The Emerald,Không có,Mỹ Đình 1,Nam Từ Liêm,76.4,3.3,2.0,1.933083511777302,3.331400000000005,11,58,72,397
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,76.4,2.98,3.0,2.0,3.7346761904761907,11,126,283,200
Tứ Hiệp Plaza,Không có,Tứ Hiệp,Thanh Trì,125.0,3.05,3.0,2.0,3.106033333333339,12,129,72,453
Không có,Thái Hà,Thịnh Quang,Đống Đa,35.0,0.569,2.0,1.0,0.7240499999999997,19,104,191,221
Berriver Long Biên,Nguyễn Văn Cừ,Bồ Đề,Long Biên,100.0,4.2,3.0,2.0,4.187289999999995,9,8,147,46
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,64.0,2.7,2.0,2.0,2.630535588023087,11,126,283,200
Iris Garden,Trần Hữu Dực,Mễ Trì,Nam Từ Liêm,135.0,4.6,3.0,2.0,4.662038501776003,11,56,210,206
Iris Garden,Trần Hữu Dực,Mễ Trì,Nam Từ Liêm,135.0,4.6,3.0,2.0,4.662038501776003,11,56,210,206
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,105.5,4.2,3.0,2.0,4.178654999999996,11,117,235,257
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,29.0,1.02,1.0,1.933083511777302,1.2763773809523804,11,56,283,472
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,74.0,3.27,2.0,2.0,3.16755,1,14,176,28
An Lạc Green Symphony,Không có,Vân Canh,Hoài Đức,66.68,2.7,2.0,2.0,2.537680000000001,5,133,72,30
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,35.0,1.29,1.0,1.0,1.5631271428571427,11,126,72,414
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,53.0,2.1,2.0,1.0,2.154799999999997,11,56,283,472
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,106.0,4.0,3.0,2.0,4.169626666666668,11,117,235,257
Bamboo Airways Tower,Cầu Giấy,Dịch Vọng,Cầu Giấy,95.5,4.08,2.0,2.0,4.265430952380952,2,18,26,44
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,78.0,3.4,2.0,2.0,3.3977178571428546,11,12,54,471
Ecohome Phúc Lợi,Không có,Phúc Lợi,Long Biên,68.0,1.75,2.0,2.0,1.7383762373737368,9,82,72,114
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,94.0,3.8,3.0,2.0,3.7781033333333376,11,117,235,115
Vinhomes Symphony Riverside,Chu Huy Mân,Phúc Lợi,Long Biên,54.0,2.5,2.0,1.0,2.2384333333333326,9,82,15,480
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,74.0,3.0,2.45452528837622,1.933083511777302,3.096,1,14,176,28
Không có,Vũ Tông Phan,Khương Trung,Thanh Xuân,52.0,1.2,2.0,2.0,1.0645000000000013,13,34,254,221
HPC Landmark 105,Tố Hữu,La Khê,Hà Đông,82.0,2.52,2.45452528837622,1.933083511777302,2.5058000000000025,8,42,235,160
Cowaelmic 198 Nguyễn Tuân,Nguyễn Tuân,Nhân Chính,Thanh Xuân,53.0,1.9,1.0,1.0,1.969916666666669,13,71,146,89
MHD Trung Văn,Không có,Không có,Nam Từ Liêm,65.0,1.6,2.0,2.0,1.9707599999999978,11,30,72,257
The Zurich - Vinhomes Ocean Park,Không có,Đa Tốn,Gia Lâm,30.8,1.25,2.45452528837622,1.0,1.2585433333333347,3,151,72,424
The Pride,Tố Hữu,La Khê,Hà Đông,75.5,2.125,2.0,2.0,2.041079464285715,8,42,235,413
Không có,Kim Mã,Đội Cấn,Ba Đình,35.0,0.85,1.0,1.0,0.8228399999999993,0,158,78,221
ĐTM Dịch Vọng,Thành Thái,Dịch Vọng,Cầu Giấy,120.0,5.2,3.0,2.0,4.4134999999999955,2,18,190,501
137,Nguyễn Ngọc Vũ,Trung Hòa,Cầu Giấy,90.0,3.05,3.0,2.0,3.4349666666666705,2,113,138,2
Mulberry Lane,Không có,Mỗ Lao,Hà Đông,88.0,2.9,2.0,2.0,3.142360476190475,8,57,72,271
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,87.0,2.95,3.0,2.0,3.1914183333333335,7,159,119,222
Vinhomes Times City - Park Hill,Không có,Không có,Hai Bà Trưng,53.2,2.7,1.0,1.0,2.74000333333333,4,30,72,481
Việt Đức Complex,Nguyễn Tuân,Nhân Chính,Thanh Xuân,138.0,4.5,2.45452528837622,1.933083511777302,5.302699999999999,13,71,146,486
Thăng Long Capital,Không có,An Khánh,Hoài Đức,93.6,1.82,3.0,2.0,2.3599999999999977,5,0,72,427
Sunshine City,Không có,Đông Ngạc,Bắc Từ Liêm,80.7,4.2,2.0,2.0,4.000369999999995,1,155,72,374
Seasons Avenue,Không có,Mỗ Lao,Hà Đông,72.0,2.95,2.0,2.0,2.7126999999999977,8,57,72,355
Việt Đức Complex,Khuất Duy Tiến,Nhân Chính,Thanh Xuân,100.0,3.3,3.0,1.933083511777302,3.424130952380951,13,71,70,486
Hinode City,Minh Khai,Minh Khai,Hai Bà Trưng,82.0,4.0,2.45452528837622,1.933083511777302,3.5959566666666687,4,55,112,174
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,100.0,5.5,3.0,2.0,5.355050000000001,13,71,95,402
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,90.0,3.9,3.0,2.0,4.112674999999997,3,17,277,423
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,118.0,3.19,3.0,2.0,3.531621372687769,11,56,115,140
Thăng Long Number One,Không có,Trung Hòa,Cầu Giấy,111.0,3.93,2.45452528837622,1.933083511777302,4.111542222222227,2,113,72,429
The Nine,Phạm Văn Đồng,Mai Dịch,Cầu Giấy,99.6,5.7,3.0,2.0,5.776527777777776,2,53,176,408
KĐT Tây Hồ Tây - Starlake Hà Nội,Không có,Xuân La,Tây Hồ,113.0,10.8,2.45452528837622,1.933083511777302,10.479876190476183,16,141,72,231
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,108.0,5.1,3.0,1.933083511777302,5.136880000000008,11,12,148,179
D’. Le Pont D’or - Hoàng Cầu,Hoàng Cầu,Ô Chợ Dừa,Đống Đa,121.0,6.2,3.0,2.0,6.703999999999999,19,149,42,105
Keangnam,Phạm Hùng,Mễ Trì,Nam Từ Liêm,107.8,6.14,2.45452528837622,1.933083511777302,5.66752785714285,11,56,173,209
Mandarin Garden,Hoàng Minh Giám,Trung Hòa,Cầu Giấy,144.7,8.97,2.45452528837622,1.933083511777302,8.371100000000013,2,113,46,260
KĐT Linh Đàm,Không có,Đại Kim,Hoàng Mai,75.0,2.5,2.45452528837622,1.933083511777302,2.253093333333334,7,159,72,227
Green Stars,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,66.8,2.68,2.0,2.0,2.6006217857142855,1,14,176,153
Rose Town,Ngọc Hồi,Hoàng Liệt,Hoàng Mai,71.0,2.7,2.0,2.0,1.9040237523440617,7,26,158,347
Sky City Towers-88 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,102.0,5.1,2.0,2.0,5.123666666666662,19,43,88,357
The K Park,Lê Trọng Tấn,Phúc La,Hà Đông,68.0,2.4,2.0,2.0,2.352921190476192,8,81,93,403
D’. Le Pont D’or - Hoàng Cầu,Hoàng Cầu,Ô Chợ Dừa,Đống Đa,115.0,6.2,3.0,2.0,6.4385,19,149,42,105
KĐT Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,69.0,1.88,2.0,2.0,1.7874916666666651,8,77,93,232
Green Diamond 93 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,92.0,7.32,2.0,2.0,7.353833333333338,19,43,88,147
Iris Garden,Trần Hữu Dực,Mễ Trì,Nam Từ Liêm,60.0,2.3,2.0,2.0,2.4222333333333363,11,56,210,206
Tecco Garden,Tứ Hiệp,Tứ Hiệp,Thanh Trì,141.0,3.1,4.0,3.0,3.4773000000000036,12,129,236,391
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,62.0,3.1,2.0,2.0,2.982057254689753,11,126,283,200
D22 Bộ Tư Lệnh Biên Phòng,Trần Bình,Mai Dịch,Cầu Giấy,79.0,2.65,2.0,1.0,2.637041666666669,2,53,206,94
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,55.0,2.15,2.0,2.0,2.1751716666666687,11,126,283,200
KĐT Linh Đàm,Không có,Đại Kim,Hoàng Mai,68.0,2.3,2.0,2.0,2.290800000000003,7,159,72,227
Rice City Linh Đàm,Không có,Hoàng Liệt,Hoàng Mai,67.0,2.32,2.0,2.0,2.356846666666667,7,26,72,342
Golden Park Tower,Phạm Văn Bạch,Yên Hòa,Cầu Giấy,95.1,5.4,3.0,2.0,5.434066666666659,2,145,175,141
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,76.9,3.4,2.0,1.933083511777302,3.4109017316017294,11,12,54,471
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,65.0,1.255,2.0,2.0,1.5188514285714283,7,159,119,222
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,62.0,1.64,2.0,2.0,1.7104235533910543,8,146,235,493
Discovery Complex,Cầu Giấy,Dịch Vọng,Cầu Giấy,195.0,10.8,2.45452528837622,1.933083511777302,8.844400000000004,2,18,26,98
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,75.0,2.79,2.0,2.0,2.7014365873015875,12,125,151,110
Thống Nhất Complex,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,95.0,3.9,3.0,1.933083511777302,4.0091916666666645,13,102,146,431
A10-A14 Nam Trung Yên,Nguyễn Chánh,Yên Hòa,Cầu Giấy,60.5,1.51,2.45452528837622,1.933083511777302,1.8023000000000005,2,145,124,26
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,120.0,3.96,3.0,1.933083511777302,3.589799999999997,8,135,214,145
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,69.9,3.35,2.0,2.0,3.2443999999999993,11,126,72,414
Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,32.0,1.16,1.0,1.0,1.1769291666666655,11,126,72,477
The Park Home,Thành Thái,Dịch Vọng,Cầu Giấy,120.42,7.25,3.0,2.0,7.214800000000002,2,18,190,410
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,107.94,5.216,3.0,2.0,5.216725000000005,11,12,148,179
T&T Riverview,Vĩnh Hưng,Vĩnh Hưng,Hoàng Mai,98.9,3.2,2.0,2.0,2.9962785714285682,7,136,246,385
Hateco Laroma,Huỳnh Thúc Kháng,Láng Thượng,Đống Đa,80.7,7.207,2.0,2.0,6.785619999999997,19,44,51,169
Moonlight I - An Lạc Green Symphony,Không có,An Khánh,Hoài Đức,66.0,2.59,2.0,2.0,2.5397199999999995,5,0,72,270
Ngõ 66,Kim Giang,Đại Kim,Hoàng Mai,80.0,2.6,2.0,2.0,2.6418166666666645,7,159,76,315
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,102.0,4.5,3.0,2.0,4.801977380952379,13,102,146,135
Chung cư Ban cơ yếu Chính phủ,Lê Văn Lương,Nhân Chính,Thanh Xuân,125.0,6.5,3.0,2.0,5.958058333333334,13,71,95,76
Văn Khê,Không có,La Khê,Hà Đông,109.0,2.25,3.0,2.0,2.3621,8,42,72,487
Hateco Laroma,Huỳnh Thúc Kháng,Láng Thượng,Đống Đa,94.0,6.7,3.0,2.0,6.802700000000005,19,50,51,169
Indochina Plaza,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,93.0,4.9,2.0,2.0,4.667799999999994,2,19,260,202
The Tonkin - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,105.7,4.9,4.0,3.0,4.7966166666666625,11,126,72,418
Eurowindow River Park,5,Đông Hội,Đông Anh,77.0,2.1,3.0,2.0,2.2608099999999998,18,154,3,119
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,106.0,3.98,3.0,2.0,4.169626666666668,11,117,235,257
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,70.0,1.98,2.0,2.0,1.8887358454045955,3,17,72,475
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,130.0,5.4,3.0,2.0,5.175049999999995,1,76,64,144
The Tonkin - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,70.0,3.2,2.0,2.0,3.175592857142854,11,126,72,418
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,60.3,2.9,2.0,2.0,2.9571500000000004,11,126,72,263
Feliz Homes,Không có,Hoàng Văn Thụ,Hoàng Mai,70.0,2.6,2.0,2.0,2.5049499999999982,7,27,72,125
Gemek Tower,Lê Trọng Tấn,An Khánh,Hoài Đức,79.0,1.85,2.0,2.0,2.411771666666663,5,0,93,133
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,121.0,6.092,3.0,2.0,5.732744761904762,13,71,95,402
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,58.0,2.1,2.0,1.933083511777302,2.0325200000000017,9,95,52,245
Không có,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,50.0,0.86,2.0,1.0,0.9712999999999997,1,144,261,221
Tháp doanh nhân Tower,Thanh Bình,Mỗ Lao,Hà Đông,95.0,1.8,3.0,1.933083511777302,1.874400000000002,8,57,185,426
Seasons Avenue,Không có,Mỗ Lao,Hà Đông,76.0,3.1,2.0,2.0,2.908425,8,57,72,355
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,69.0,3.6,2.0,2.0,3.4832583333333353,11,126,72,263
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,75.0,2.45,2.0,2.0,2.7014365873015875,12,125,151,110
Anland Complex,Tố Hữu,La Khê,Hà Đông,54.0,2.28,2.0,2.0,2.2066000000000003,8,42,235,31
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,68.0,2.5,2.0,2.0,2.7112462373737363,11,59,206,398
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,60.0,2.26,2.0,1.0,2.2499999999999964,11,126,72,478
Thăng Long Capital,32,An Khánh,Hoài Đức,69.0,2.48,2.0,2.0,2.289549999999998,5,0,2,427
Không có,Chùa Láng,Láng Thượng,Đống Đa,52.0,0.99,2.0,1.0,1.0033366666666665,19,44,20,221
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,43.0,2.1,1.0,1.0,1.9319883477633477,11,126,283,200
Không có,Trích Sài,Thụy Khuê,Tây Hồ,35.0,0.8,1.0,1.933083511777302,0.7433999999999993,16,112,203,221
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,87.0,4.4,3.0,2.0,4.244554588744588,9,8,67,154
The Emerald,Không có,Mỹ Đình 1,Nam Từ Liêm,81.0,3.65,2.0,1.933083511777302,3.581024999999999,11,58,72,397
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,70.0,3.4,2.0,2.0,3.520396428571428,13,102,132,198
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,111.0,4.25,3.0,2.0,4.127133333333333,11,117,235,115
The Pride,Tố Hữu,La Khê,Hà Đông,75.0,2.05,2.0,2.0,2.005377976190475,8,42,235,413
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,121.0,4.5,3.0,1.933083511777302,4.478000000000001,1,76,64,144
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,30.0,1.8,1.0,1.0,1.7722400000000016,11,126,72,263
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,130.0,5.5,3.0,1.933083511777302,5.122199999999999,1,76,64,144
Park View City,Vũ Phạm Hàm,Yên Hòa,Cầu Giấy,76.0,4.0,2.45452528837622,1.933083511777302,3.9888000000000003,2,145,251,332
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,55.0,1.62,2.0,1.0,1.7369127777777789,3,17,72,475
Trung tâm Tài chính Sông Đà,Nguyễn Trãi,Thanh Xuân Nam,Thanh Xuân,100.0,4.25,2.45452528837622,1.933083511777302,4.504925000000001,13,101,145,440
Không có,Hồng Mai,Thanh Nhàn,Hai Bà Trưng,36.0,0.8,1.0,1.0,0.7578200000000003,4,97,66,221
Golden Land - 275 đường Nguyễn Trãi,Không có,Thanh Xuân Trung,Thanh Xuân,111.0,4.3,3.0,2.0,4.3859333333333375,13,102,72,139
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,68.0,2.5,3.0,2.0,2.501565297202797,12,125,151,110
Hồ Gươm Plaza,Trần Phú,Mỗ Lao,Hà Đông,121.0,3.46,3.0,2.0,3.6074333333333333,8,57,214,192
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,70.0,3.6,2.0,2.0,3.5859000000000036,11,56,283,472
Ngõ 169,Kim Mã,Kim Mã,Ba Đình,50.0,0.98,1.0,1.0,1.107933333333333,0,40,78,310
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,28.0,0.99,2.45452528837622,1.0,0.988403888888888,3,17,72,475
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,59.0,1.65,2.0,1.0,1.5771550396825402,3,17,72,475
Hòa Bình Green City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,70.0,2.5,2.0,2.0,2.7500083333333345,4,131,112,188
Lancaster Hà Nội,Núi Trúc,Giảng Võ,Ba Đình,125.0,8.3,3.0,3.0,8.10399999999999,0,21,164,242
Sky Park Residence,Tôn Thất Thuyết,Dịch Vọng Hậu,Cầu Giấy,127.5,8.0,3.0,2.0,7.351425000000003,2,19,233,359
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,74.3,3.13,2.0,2.0,3.0678999999999985,11,117,235,115
The Pride,Tố Hữu,La Khê,Hà Đông,73.0,1.97,2.0,2.0,2.0323634126984116,8,42,235,413
Dolphin Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,133.0,4.1,3.0,3.0,4.29173,11,59,206,99
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,110.0,4.15,3.0,1.933083511777302,4.030028030303034,1,76,64,144
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,64.0,2.45,2.0,1.933083511777302,2.481349999999998,11,126,72,478
K35 Tân Mai,Tân Mai,Tương Mai,Hoàng Mai,96.0,4.65,3.0,1.933083511777302,4.216516666666663,7,127,226,208
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,141.92,4.54,2.45452528837622,1.933083511777302,4.488614285714289,11,56,115,140
KĐT Cổ Nhuế,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,81.5,3.402,2.0,2.0,3.2337199999999946,1,14,176,226
Hồ Gươm Plaza,Trần Phú,Mỗ Lao,Hà Đông,71.6,2.5,2.0,2.0,2.5328008333333325,8,57,214,192
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,83.5,4.2,2.0,2.0,4.126599999999995,2,19,260,266
25 Tân Mai,Tân Mai,Tân Mai,Hoàng Mai,85.0,3.45,2.0,1.0,3.38808333333333,7,124,226,7
N3 Đường Nguyễn Công Trứ,Không có,Phố Huế,Hai Bà Trưng,48.0,3.3,2.0,1.0,2.713570000000004,4,75,72,295
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,132.0,3.7,2.0,2.0,3.7095999999999965,11,58,173,368
789 Bộ Tổng Tham Mưu - BQP,Nhân Mỹ,Mỹ Đình 1,Nam Từ Liêm,98.0,3.0,2.45452528837622,1.933083511777302,3.511299999999999,11,58,163,21
Vinhomes Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,109.0,7.1,3.0,1.933083511777302,6.256900000000009,19,49,125,474
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Không có,Gia Lâm,106.0,4.032,3.0,1.933083511777302,4.613679999999994,3,30,101,412
Hanhomes Blue Star,Võ Trung Thành,Trâu Quỳ,Gia Lâm,54.1,1.6,2.0,1.0,1.6957166666666643,3,120,242,164
Sails Tower,Cầu Bươu,Kiến Hưng,Hà Đông,90.0,2.0,2.45452528837622,1.933083511777302,3.5527291666666656,8,41,24,352
Iris Garden,Trần Hữu Dực,Mễ Trì,Nam Từ Liêm,135.0,4.5,3.0,2.0,4.662038501776003,11,56,210,206
Florence Mỹ Đình,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,98.0,4.4,3.0,1.933083511777302,4.328499999999995,11,12,210,127
The Miami,Không có,Tây Mỗ,Nam Từ Liêm,36.9,1.55,2.45452528837622,1.933083511777302,1.5514971428571422,11,126,72,407
The Miami,Không có,Tây Mỗ,Nam Từ Liêm,42.7,1.85,1.0,1.0,1.727738142857143,11,126,72,407
Trung Yên Plaza,Trung Hòa,Trung Hòa,Cầu Giấy,94.0,4.7,2.0,2.0,4.749474999999995,2,113,200,439
Bình Minh Garden,Đức Giang,Đức Giang,Long Biên,70.0,1.9,2.0,2.0,2.157695476190478,9,165,291,49
The Pride,Tố Hữu,La Khê,Hà Đông,88.0,2.3,2.0,2.0,2.3633647619047617,8,42,235,413
Làng Quốc tế Thăng Long,Trần Đăng Ninh,Dịch Vọng,Cầu Giấy,169.9,7.25,2.45452528837622,1.933083511777302,7.229199999999999,2,18,223,251
Green Diamond 93 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,110.0,8.5,3.0,2.0,7.874300000000001,19,43,88,147
Ciputra Hà Nội,Nguyễn Hoàng Tôn,Phú Thượng,Tây Hồ,145.0,6.9,3.0,3.0,7.004099999999991,16,79,131,88
A10-A14 Nam Trung Yên,Nguyễn Chánh,Yên Hòa,Cầu Giấy,100.0,4.5,3.0,2.0,4.6704533333333345,2,145,124,26
Khai Sơn City,Không có,Ngọc Thụy,Long Biên,96.0,3.9,3.0,2.0,3.8204799999999954,9,70,72,210
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,97.0,3.6,3.0,2.0,3.6167833333333306,9,95,52,245
The Nine,Phạm Văn Đồng,Mai Dịch,Cầu Giấy,106.6,6.68,3.0,2.0,6.667244523809521,2,53,176,408
Thanh Hà Mường Thanh,Không có,Kiến Hưng,Hà Đông,77.0,1.435,2.0,1.933083511777302,1.7290750000000017,8,41,72,394
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,109.0,4.2,2.0,2.0,4.469850000000004,13,102,132,165
Sky Park Residence,Tôn Thất Thuyết,Dịch Vọng Hậu,Cầu Giấy,86.0,5.0,2.45452528837622,1.933083511777302,3.8982666666666663,2,19,233,359
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,87.0,4.3,3.0,2.0,4.244554588744588,9,8,67,154
Sunshine Garden,Dương Văn Bé,Vĩnh Tuy,Hai Bà Trưng,108.7,3.85,3.0,2.0,4.315800000000005,4,131,33,375
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,103.0,6.18,3.0,2.0,6.546112857142858,13,71,95,41
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,105.0,5.6,3.0,2.0,5.167799999999999,11,12,54,471
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,78.0,3.4,2.0,2.0,3.3977178571428546,11,12,54,471
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,65.0,1.69,2.45452528837622,1.933083511777302,1.5930889285714287,7,159,119,222
Vinhomes Symphony Riverside,Hội Xá,Việt Hưng,Long Biên,60.0,3.0,2.45452528837622,1.933083511777302,2.9001000000000006,9,132,68,480
Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,78.3,3.21,3.0,2.0,3.296399999999999,11,126,72,477
